Frequency (Hz)	Level (dB)
16731.298828	-129.171371
16733.990479	-128.585251
16736.682129	-129.075424
16739.373779	-131.407013
16742.065430	-127.804756
16744.757080	-129.465698
16747.448730	-128.731583
16750.140381	-130.514954
16752.832031	-127.051117
16755.523682	-131.825745
16758.215332	-127.371918
16760.906982	-135.266418
16763.598633	-126.555359
16766.290283	-129.796280
16768.981934	-130.062576
16771.673584	-129.058990
16774.365234	-128.837433
16777.056885	-129.812256
16779.748535	-129.115448
16782.440186	-130.225128
16785.131836	-129.091599
16787.823486	-130.014664
16790.515137	-128.861435
16793.206787	-130.790756
16795.898438	-128.285553
16798.590088	-131.891876
16801.281738	-127.421631
16803.973389	-129.343628
16806.665039	-130.896957
16809.356689	-127.991455
16812.048340	-130.263687
16814.739990	-129.711243
16817.431641	-128.875519
16820.123291	-130.990494
16822.814941	-128.022614
16825.506592	-130.410858
16828.198242	-129.669083
16830.889893	-129.432800
16833.581543	-129.685059
16836.273193	-129.699936
16838.964844	-129.171677
16841.656494	-130.297165
16844.348145	-129.227264
16847.039795	-129.006927
16849.731445	-129.819382
16852.423096	-129.951462
16855.114746	-128.874924
16857.806396	-130.099777
16860.498047	-129.205063
16863.189697	-130.792999
16865.881348	-128.113235
16868.572998	-129.757294
16871.264648	-130.243530
16873.956299	-129.394455
16876.647949	-129.601349
16879.339600	-129.578506
16882.031250	-130.083130
16884.722900	-129.215622
16887.414551	-129.323441
16890.106201	-129.963531
16892.797852	-128.911407
16895.489502	-130.364029
16898.181152	-129.242538
16900.872803	-129.871567
16903.564453	-129.627701
16906.256104	-129.243607
16908.947754	-130.188217
16911.639404	-129.303696
16914.331055	-129.738831
16917.022705	-129.442230
16919.714355	-129.768997
16922.406006	-129.535126
16925.097656	-129.737015
16927.789307	-129.799271
16930.480957	-129.250397
16933.172607	-130.006683
16935.864258	-129.442612
16938.555908	-129.452713
16941.247559	-129.802078
16943.939209	-129.457352
16946.630859	-130.047653
16949.322510	-129.504700
16952.014160	-129.548386
16954.705811	-129.828491
16957.397461	-129.507111
16960.089111	-129.576370
16962.780762	-129.703537
16965.472412	-129.843475
16968.164062	-129.234543
16970.855713	-130.244370
16973.547363	-129.452438
16976.239014	-129.389496
16978.930664	-130.039337
16981.622314	-129.441269
16984.313965	-129.723160
16987.005615	-129.566376
16989.697266	-129.511368
16992.388916	-130.105591
16995.080566	-129.205551
16997.772217	-129.874481
17000.463867	-129.635788
17003.155518	-129.679016
17005.847168	-129.544357
17008.538818	-129.779739
17011.230469	-129.617020
17013.922119	-129.580551
17016.613770	-129.880997
17019.305420	-129.513443
17021.997070	-129.654846
17024.688721	-129.774811
17027.380371	-129.536469
17030.072021	-129.769669
17032.763672	-129.450119
17035.455322	-129.922577
17038.146973	-129.552216
17040.838623	-129.732513
17043.530273	-129.593124
17046.221924	-129.833328
17048.913574	-129.536240
17051.605225	-129.516373
17054.296875	-130.110458
17056.988525	-129.401550
17059.680176	-129.714142
17062.371826	-129.779022
17065.063477	-129.514084
17067.755127	-129.871613
17070.446777	-129.452576
17073.138428	-129.697800
17075.830078	-129.818985
17078.521729	-129.555313
17081.213379	-129.689896
17083.905029	-129.751068
17086.596680	-129.612946
17089.288330	-129.678207
17091.979980	-129.744629
17094.671631	-129.493271
17097.363281	-129.778717
17100.054932	-129.727997
17102.746582	-129.594360
17105.438232	-129.726654
17108.129883	-129.712128
17110.821533	-129.725677
17113.513184	-129.685684
17116.204834	-129.660461
17118.896484	-129.684540
17121.588135	-129.750381
17124.279785	-129.702789
17126.971436	-129.579575
17129.663086	-129.795776
17132.354736	-129.554718
17135.046387	-129.777542
17137.738037	-129.731995
17140.429688	-129.528137
17143.121338	-129.954300
17145.812988	-129.499451
17148.504639	-129.781494
17151.196289	-129.714111
17153.887939	-129.607056
17156.579590	-129.757446
17159.271240	-129.617630
17161.962891	-129.589539
17164.654541	-129.887268
17167.346191	-129.510132
17170.037842	-129.961105
17172.729492	-129.531113
17175.421143	-129.762756
17178.112793	-129.653854
17180.804443	-129.703766
17183.496094	-129.828110
17186.187744	-129.676270
17188.879395	-129.613724
17191.571045	-129.615326
17194.262695	-129.829651
17196.954346	-129.647583
17199.645996	-129.711777
17202.337646	-129.758209
17205.029297	-129.801834
17207.720947	-129.509323
17210.412598	-129.830139
17213.104248	-129.692139
17215.795898	-129.836945
17218.487549	-129.450897
17221.179199	-129.924240
17223.870850	-129.658478
17226.562500	-129.670349
17229.254150	-129.758331
17231.945801	-129.696732
17234.637451	-129.707138
17237.329102	-129.795624
17240.020752	-129.677094
17242.712402	-129.728302
17245.404053	-129.627533
17248.095703	-129.838821
17250.787354	-129.541351
17253.479004	-129.900269
17256.170654	-129.582916
17258.862305	-129.826767
17261.553955	-129.675842
17264.245605	-129.790344
17266.937256	-129.824707
17269.628906	-129.488007
17272.320557	-129.769073
17275.012207	-129.746704
17277.703857	-129.729309
17280.395508	-129.812729
17283.087158	-129.478668
17285.778809	-129.953476
17288.470459	-129.754715
17291.162109	-129.463577
17293.853760	-129.958878
17296.545410	-129.633148
17299.237061	-129.697098
17301.928711	-129.752731
17304.620361	-129.740646
17307.312012	-129.554703
17310.003662	-129.921646
17312.695312	-129.682632
17315.386963	-129.850006
17318.078613	-129.657959
17320.770264	-129.653122
17323.461914	-129.856491
17326.153564	-129.712296
17328.845215	-129.885971
17331.536865	-129.384705
17334.228516	-129.842834
17336.920166	-129.832916
17339.611816	-129.605377
17342.303467	-129.576843
17344.995117	-129.972137
17347.686768	-129.814377
17350.378418	-129.658875
17353.070068	-129.551880
17355.761719	-129.947205
17358.453369	-129.770111
17361.145020	-129.666977
17363.836670	-129.696823
17366.528320	-129.796249
17369.219971	-129.660385
17371.911621	-129.887924
17374.603271	-129.481781
17377.294922	-130.078384
17379.986572	-129.595963
17382.678223	-129.734818
17385.369873	-129.808945
17388.061523	-129.628662
17390.753174	-129.962479
17393.444824	-129.583496
17396.136475	-129.571884
17398.828125	-130.011688
17401.519775	-129.591644
17404.211426	-129.807861
17406.903076	-129.783936
17409.594727	-129.698135
17412.286377	-129.807693
17414.978027	-129.852646
17417.669678	-129.572983
17420.361328	-129.884705
17423.052979	-129.750595
17425.744629	-129.664642
17428.436279	-129.762543
17431.127930	-129.741348
17433.819580	-129.806808
17436.511230	-129.673004
17439.202881	-129.874344
17441.894531	-129.688889
17444.586182	-129.786057
17447.277832	-129.877014
17449.969482	-129.659714
17452.661133	-129.773376
17455.352783	-129.662018
17458.044434	-129.911407
17460.736084	-129.758972
17463.427734	-129.718002
17466.119385	-129.745651
17468.811035	-129.825516
17471.502686	-129.739105
17474.194336	-129.678345
17476.885986	-129.977570
17479.577637	-129.730194
17482.269287	-129.536987
17484.960938	-129.821671
17487.652588	-129.975235
17490.344238	-129.480286
17493.035889	-129.852463
17495.727539	-129.812378
17498.419189	-129.793045
17501.110840	-129.769485
17503.802490	-129.624115
17506.494141	-129.868347
17509.185791	-129.784515
17511.877441	-129.858780
17514.569092	-129.507004
17517.260742	-130.049332
17519.952393	-129.677094
17522.644043	-129.763031
17525.335693	-129.627121
17528.027344	-130.051025
17530.718994	-129.611313
17533.410645	-129.776352
17536.102295	-129.801544
17538.793945	-129.823456
17541.485596	-129.726837
17544.177246	-129.688919
17546.868896	-129.843903
17549.560547	-129.854874
17552.252197	-129.661377
17554.943848	-129.787552
17557.635498	-129.828674
17560.327148	-129.838242
17563.018799	-129.674652
17565.710449	-129.644577
17568.402100	-130.200287
17571.093750	-129.441177
17573.785400	-130.025650
17576.477051	-129.714645
17579.168701	-129.721390
17581.860352	-129.729187
17584.552002	-129.790024
17587.243652	-129.955933
17589.935303	-129.693741
17592.626953	-129.837082
17595.318604	-129.657227
17598.010254	-130.005524
17600.701904	-129.462753
17603.393555	-130.052032
17606.085205	-129.599167
17608.776855	-130.105881
17611.468506	-128.945831
17614.160156	-130.319809
17616.851807	-129.674225
17619.543457	-129.872391
17622.235107	-129.710617
17624.926758	-129.835480
17627.618408	-129.869461
17630.310059	-130.269165
17633.001709	-127.963951
17635.693359	-131.451248
17638.385010	-129.458694
17641.076660	-129.566544
17643.768311	-130.065964
17646.459961	-129.854599
17649.151611	-129.535553
17651.843262	-130.251541
17654.534912	-128.940674
17657.226562	-130.278137
17659.918213	-129.581253
17662.609863	-129.893982
17665.301514	-129.830917
17667.993164	-129.674393
17670.684814	-130.123398
17673.376465	-129.255707
17676.068115	-130.507141
17678.759766	-129.604919
17681.451416	-129.574234
17684.143066	-129.932556
17686.834717	-129.809418
17689.526367	-129.811432
17692.218018	-129.684784
17694.909668	-129.862183
17697.601318	-130.021423
17700.292969	-129.679276
17702.984619	-129.722260
17705.676270	-129.832443
17708.367920	-129.802292
17711.059570	-129.772141
17713.751221	-129.939667
17716.442871	-129.916504
17719.134521	-129.237061
17721.826172	-130.166840
17724.517822	-129.904358
17727.209473	-129.588623
17729.901123	-130.006531
17732.592773	-129.858047
17735.284424	-129.614182
17737.976074	-129.934586
17740.667725	-129.477905
17743.359375	-130.145126
17746.051025	-129.811340
17748.742676	-129.736832
17751.434326	-129.708679
17754.125977	-129.933746
17756.817627	-129.813797
17759.509277	-129.706497
17762.200928	-130.059601
17764.892578	-129.689133
17767.584229	-129.858078
17770.275879	-129.896973
17772.967529	-129.640915
17775.659180	-129.868286
17778.350830	-129.853912
17781.042480	-129.734985
17783.734131	-130.053787
17786.425781	-129.754517
17789.117432	-129.739365
17791.809082	-129.822998
17794.500732	-129.944794
17797.192383	-129.629425
17799.884033	-129.913025
17802.575684	-130.215256
17805.267334	-129.032761
17807.958984	-130.421234
17810.650635	-129.614914
17813.342285	-130.019577
17816.033936	-129.588593
17818.725586	-129.965958
17821.417236	-129.815063
17824.108887	-130.142792
17826.800537	-128.693298
17829.492188	-130.626648
17832.183838	-129.682983
17834.875488	-129.792542
17837.567139	-129.981323
17840.258789	-129.717987
17842.950439	-130.046295
17845.642090	-129.776642
17848.333740	-129.500687
17851.025391	-130.105270
17853.717041	-129.671127
17856.408691	-129.963501
17859.100342	-129.861237
17861.791992	-129.814941
17864.483643	-129.860519
17867.175293	-129.869507
17869.866943	-129.783630
17872.558594	-129.852676
17875.250244	-129.866562
17877.941895	-129.984375
17880.633545	-129.665665
17883.325195	-129.863724
17886.016846	-129.887589
17888.708496	-129.658554
17891.400146	-130.376541
17894.091797	-129.434494
17896.783447	-129.914993
17899.475098	-129.892105
17902.166748	-129.795013
17904.858398	-129.844559
17907.550049	-129.773865
17910.241699	-129.806534
17912.933350	-130.492279
17915.625000	-129.406219
17918.316650	-129.893951
17921.008301	-129.823212
17923.699951	-129.855087
17926.391602	-129.822968
17929.083252	-130.080215
17931.774902	-129.700394
17934.466553	-129.197098
17937.158203	-130.356293
17939.849854	-129.869095
17942.541504	-129.677963
17945.233154	-130.031052
17947.924805	-129.914291
17950.616455	-129.873795
17953.308105	-129.531921
17955.999756	-130.016953
17958.691406	-130.063873
17961.383057	-129.589127
17964.074707	-130.083694
17966.766357	-129.633453
17969.458008	-130.069794
17972.149658	-129.774887
17974.841309	-129.873886
17977.532959	-129.867004
17980.224609	-129.864777
17982.916260	-129.969849
17985.607910	-129.777084
17988.299561	-129.919403
17990.991211	-129.821457
17993.682861	-129.940231
17996.374512	-129.547119
17999.066162	-130.750137
18001.757812	-129.100922
18004.449463	-129.905365
18007.141113	-129.927597
18009.832764	-129.864792
18012.524414	-129.824875
18015.216064	-129.902802
18017.907715	-129.826996
18020.599365	-129.940643
18023.291016	-129.745667
18025.982666	-130.061539
18028.674316	-129.598175
18031.365967	-130.156113
18034.057617	-129.717697
18036.749268	-129.992874
18039.440918	-129.771729
18042.132568	-129.798019
18044.824219	-130.197144
18047.515869	-129.521790
18050.207520	-129.940964
18052.899170	-129.778961
18055.590820	-130.042969
18058.282471	-129.818710
18060.974121	-129.540482
18063.665771	-130.682419
18066.357422	-129.143188
18069.049072	-129.885147
18071.740723	-129.851654
18074.432373	-129.934341
18077.124023	-129.873566
18079.815674	-129.923721
18082.507324	-129.709305
18085.198975	-130.114212
18087.890625	-129.162888
18090.582275	-130.294098
18093.273926	-129.571762
18095.965576	-130.220901
18098.657227	-129.330200
18101.348877	-130.233154
18104.040527	-130.526184
18106.732178	-128.143555
18109.423828	-130.743134
18112.115479	-129.980316
18114.807129	-129.793427
18117.498779	-129.781174
18120.190430	-129.966690
18122.882080	-129.765656
18125.573730	-129.985626
18128.265381	-129.746323
18130.957031	-129.913925
18133.648682	-129.766693
18136.340332	-129.858826
18139.031982	-130.088104
18141.723633	-129.676392
18144.415283	-130.118057
18147.106934	-129.546463
18149.798584	-130.621582
18152.490234	-129.487228
18155.181885	-129.860291
18157.873535	-129.894409
18160.565186	-130.000671
18163.256836	-129.738754
18165.948486	-129.986526
18168.640137	-129.934448
18171.331787	-129.684845
18174.023438	-130.092712
18176.715088	-129.835068
18179.406738	-130.013657
18182.098389	-129.800537
18184.790039	-129.973770
18187.481689	-129.868164
18190.173340	-129.735718
18192.864990	-130.079391
18195.556641	-129.831146
18198.248291	-129.714371
18200.939941	-130.082825
18203.631592	-129.789612
18206.323242	-129.893341
18209.014893	-130.029709
18211.706543	-129.460861
18214.398193	-130.691147
18217.089844	-129.543564
18219.781494	-129.775696
18222.473145	-130.010941
18225.164795	-129.875992
18227.856445	-129.883072
18230.548096	-129.943420
18233.239746	-129.616531
18235.931396	-130.623505
18238.623047	-129.402725
18241.314697	-130.015533
18244.006348	-129.775208
18246.697998	-130.036316
18249.389648	-129.912277
18252.081299	-129.865173
18254.772949	-129.787338
18257.464600	-130.101852
18260.156250	-129.661118
18262.847900	-129.919983
18265.539551	-129.875351
18268.231201	-129.913712
18270.922852	-129.919861
18273.614502	-129.785172
18276.306152	-129.957062
18278.997803	-129.892746
18281.689453	-129.895386
18284.381104	-129.879913
18287.072754	-129.967941
18289.764404	-129.869949
18292.456055	-129.965881
18295.147705	-129.835373
18297.839355	-129.953873
18300.531006	-129.666519
18303.222656	-130.216415
18305.914307	-129.774673
18308.605957	-129.894196
18311.297607	-129.988800
18313.989258	-129.841858
18316.680908	-129.882019
18319.372559	-129.987244
18322.064209	-129.773712
18324.755859	-130.116791
18327.447510	-129.788269
18330.139160	-129.981934
18332.830811	-129.848068
18335.522461	-130.018951
18338.214111	-129.854935
18340.905762	-129.815140
18343.597412	-130.173615
18346.289062	-129.771927
18348.980713	-129.941895
18351.672363	-129.889496
18354.364014	-129.982758
18357.055664	-129.941864
18359.747314	-129.870331
18362.438965	-129.817932
18365.130615	-129.702194
18367.822266	-130.310440
18370.513916	-129.762939
18373.205566	-129.951248
18375.897217	-129.839432
18378.588867	-129.901505
18381.280518	-130.142395
18383.972168	-129.885880
18386.663818	-129.506927
18389.355469	-130.329956
18392.047119	-129.949036
18394.738770	-129.868164
18397.430420	-130.021149
18400.122070	-129.772629
18402.813721	-130.049866
18405.505371	-130.093216
18408.197021	-129.424667
18410.888672	-130.242249
18413.580322	-130.005249
18416.271973	-129.942154
18418.963623	-129.874863
18421.655273	-129.869293
18424.346924	-129.991150
18427.038574	-130.190018
18429.730225	-129.530182
18432.421875	-130.124008
18435.113525	-129.951050
18437.805176	-129.836060
18440.496826	-130.020416
18443.188477	-129.957458
18445.880127	-129.940460
18448.571777	-129.967880
18451.263428	-129.793808
18453.955078	-130.107254
18456.646729	-129.928940
18459.338379	-129.902420
18462.030029	-129.955231
18464.721680	-129.905548
18467.413330	-130.017593
18470.104980	-129.823090
18472.796631	-129.936356
18475.488281	-130.026672
18478.179932	-129.906128
18480.871582	-129.776642
18483.563232	-130.357025
18486.254883	-129.623413
18488.946533	-130.086533
18491.638184	-129.869110
18494.329834	-129.964355
18497.021484	-129.963699
18499.713135	-129.912231
18502.404785	-130.061996
18505.096436	-129.806992
18507.788086	-130.108444
18510.479736	-129.838928
18513.171387	-129.939438
18515.863037	-130.018372
18518.554688	-129.831467
18521.246338	-129.920746
18523.937988	-130.186508
18526.629639	-129.780060
18529.321289	-129.937408
18532.012939	-130.076508
18534.704590	-129.830673
18537.396240	-130.008392
18540.087891	-129.884262
18542.779541	-130.165009
18545.471191	-129.812988
18548.162842	-129.972763
18550.854492	-129.863983
18553.546143	-130.037720
18556.237793	-129.852905
18558.929443	-129.976303
18561.621094	-130.043182
18564.312744	-129.961761
18567.004395	-129.964249
18569.696045	-129.890747
18572.387695	-130.029541
18575.079346	-129.928513
18577.770996	-129.907928
18580.462646	-129.976456
18583.154297	-129.946960
18585.845947	-129.857208
18588.537598	-130.087952
18591.229248	-129.926895
18593.920898	-130.023621
18596.612549	-129.947647
18599.304199	-129.930176
18601.995850	-130.017838
18604.687500	-130.078003
18607.379150	-129.773499
18610.070801	-130.078217
18612.762451	-129.865463
18615.454102	-130.036484
18618.145752	-129.992142
18620.837402	-129.743484
18623.529053	-130.155487
18626.220703	-129.906265
18628.912354	-130.049316
18631.604004	-129.904602
18634.295654	-130.047104
18636.987305	-129.874664
18639.678955	-129.941879
18642.370605	-129.986191
18645.062256	-130.076263
18647.753906	-129.883621
18650.445557	-130.000031
18653.137207	-129.872543
18655.828857	-130.208450
18658.520508	-129.811646
18661.212158	-130.063644
18663.903809	-129.768112
18666.595459	-130.209015
18669.287109	-129.721237
18671.978760	-130.235092
18674.670410	-129.718903
18677.362061	-130.144440
18680.053711	-129.943069
18682.745361	-129.986221
18685.437012	-129.921387
18688.128662	-130.026978
18690.820312	-129.960220
18693.511963	-129.992966
18696.203613	-130.025452
18698.895264	-129.967987
18701.586914	-129.893188
18704.278564	-130.076599
18706.970215	-130.009995
18709.661865	-129.819809
18712.353516	-129.964706
18715.045166	-130.141510
18717.736816	-129.839050
18720.428467	-129.990158
18723.120117	-130.056335
18725.811768	-129.938217
18728.503418	-130.115051
18731.195068	-129.791489
18733.886719	-130.022736
18736.578369	-129.962906
18739.270020	-129.992126
18741.961670	-130.055496
18744.653320	-129.919281
18747.344971	-130.019897
18750.036621	-129.877411
18752.728271	-130.176697
18755.419922	-129.866440
18758.111572	-130.001999
18760.803223	-129.949066
18763.494873	-130.022736
18766.186523	-130.038086
18768.878174	-129.781799
18771.569824	-130.083405
18774.261475	-130.045105
18776.953125	-129.900558
18779.644775	-130.126923
18782.336426	-129.814926
18785.028076	-130.143738
18787.719727	-129.985077
18790.411377	-129.921265
18793.103027	-129.962265
18795.794678	-130.087921
18798.486328	-129.982925
18801.177979	-129.967239
18803.869629	-129.993546
18806.561279	-130.126251
18809.252930	-129.769516
18811.944580	-130.162979
18814.636230	-129.894318
18817.327881	-130.125153
18820.019531	-129.848907
18822.711182	-130.154999
18825.402832	-129.908554
18828.094482	-130.072586
18830.786133	-129.850220
18833.477783	-130.163452
18836.169434	-129.935333
18838.861084	-130.027191
18841.552734	-129.943146
18844.244385	-130.049683
18846.936035	-129.987595
18849.627686	-129.907562
18852.319336	-130.167313
18855.010986	-129.835968
18857.702637	-130.088028
18860.394287	-129.947510
18863.085938	-129.980576
18865.777588	-130.077637
18868.469238	-129.975082
18871.160889	-130.039322
18873.852539	-129.906387
18876.544189	-130.099976
18879.235840	-129.983566
18881.927490	-129.969162
18884.619141	-129.991531
18887.310791	-130.016998
18890.002441	-130.005585
18892.694092	-130.000992
18895.385742	-129.926880
18898.077393	-130.215881
18900.769043	-129.863449
18903.460693	-130.035461
18906.152344	-130.009628
18908.843994	-130.029053
18911.535645	-130.005157
18914.227295	-129.975494
18916.918945	-129.975708
18919.610596	-130.071106
18922.302246	-129.944458
18924.993896	-130.057053
18927.685547	-130.034882
18930.377197	-129.915192
18933.068848	-130.118484
18935.760498	-130.025238
18938.452148	-129.950485
18941.143799	-130.032791
18943.835449	-129.923325
18946.527100	-130.108383
18949.218750	-129.975174
18951.910400	-129.988571
18954.602051	-130.057083
18957.293701	-129.904922
18959.985352	-130.261383
18962.677002	-129.777161
18965.368652	-130.182129
18968.060303	-129.909515
18970.751953	-130.058685
18973.443604	-129.914841
18976.135254	-130.117401
18978.826904	-129.867004
18981.518555	-130.257690
18984.210205	-129.789551
18986.901855	-130.157089
18989.593506	-129.910126
18992.285156	-130.049515
18994.976807	-130.085190
18997.668457	-129.919373
19000.360107	-130.032013
19003.051758	-130.211960
19005.743408	-129.731934
19008.435059	-130.204697
19011.126709	-129.947159
19013.818359	-130.021378
19016.510010	-130.005295
19019.201660	-130.115768
19021.893311	-130.063568
19024.584961	-129.924667
19027.276611	-129.918945
19029.968262	-130.159866
19032.659912	-129.854736
19035.351562	-130.123825
19038.043213	-130.060913
19040.734863	-129.955231
19043.426514	-130.104950
19046.118164	-129.974335
19048.809814	-129.928665
19051.501465	-130.134735
19054.193115	-129.914932
19056.884766	-130.136230
19059.576416	-130.078476
19062.268066	-129.932251
19064.959717	-130.055313
19067.651367	-130.059265
19070.343018	-129.988754
19073.034668	-130.021484
19075.726318	-129.977829
19078.417969	-130.107880
19081.109619	-130.027985
19083.801270	-130.003220
19086.492920	-130.013199
19089.184570	-130.008804
19091.876221	-130.147079
19094.567871	-129.852921
19097.259521	-130.185837
19099.951172	-129.865250
19102.642822	-130.147491
19105.334473	-129.957458
19108.026123	-130.098999
19110.717773	-129.826981
19113.409424	-130.213181
19116.101074	-130.073990
19118.792725	-129.883728
19121.484375	-130.168869
19124.176025	-129.996109
19126.867676	-130.067398
19129.559326	-130.043671
19132.250977	-129.483688
19134.942627	-130.809006
19137.634277	-129.788193
19140.325928	-129.990784
19143.017578	-130.089523
19145.709229	-130.074417
19148.400879	-129.896515
19151.092529	-130.266724
19153.784180	-129.586716
19156.475830	-130.438919
19159.167480	-129.954590
19161.859131	-129.986176
19164.550781	-130.138962
19167.242432	-130.001404
19169.934082	-130.117065
19172.625732	-129.859131
19175.317383	-130.316498
19178.009033	-129.838562
19180.700684	-130.012634
19183.392334	-130.110275
19186.083984	-130.007965
19188.775635	-130.111252
19191.467285	-130.037674
19194.158936	-129.854294
19196.850586	-130.586975
19199.542236	-129.539017
19202.233887	-130.187912
19204.925537	-130.106369
19207.617188	-129.969330
19210.308838	-130.036575
19213.000488	-130.041702
19215.692139	-129.985443
19218.383789	-130.662415
19221.075439	-129.401199
19223.767090	-130.181702
19226.458740	-130.094177
19229.150391	-129.974686
19231.842041	-129.986801
19234.533691	-130.253525
19237.225342	-129.861191
19239.916992	-130.286926
19242.608643	-129.752151
19245.300293	-130.229477
19247.991943	-129.987167
19250.683594	-130.053925
19253.375244	-130.022141
19256.066895	-130.081940
19258.758545	-129.997543
19261.450195	-130.158722
19264.141846	-129.861481
19266.833496	-130.179443
19269.525146	-130.072983
19272.216797	-129.958008
19274.908447	-130.191177
19277.600098	-129.902267
19280.291748	-130.107788
19282.983398	-130.153748
19285.675049	-129.849243
19288.366699	-130.126007
19291.058350	-130.077042
19293.750000	-130.032166
19296.441650	-130.045883
19299.133301	-130.143784
19301.824951	-129.981155
19304.516602	-130.030243
19307.208252	-129.963715
19309.899902	-130.115753
19312.591553	-130.081848
19315.283203	-130.011215
19317.974854	-130.044922
19320.666504	-130.105209
19323.358154	-130.078781
19326.049805	-129.352386
19328.741455	-130.890213
19331.433105	-129.892502
19334.124756	-129.906784
19336.816406	-130.254089
19339.508057	-129.969864
19342.199707	-130.089508
19344.891357	-130.140335
19347.583008	-129.467529
19350.274658	-130.966110
19352.966309	-129.685638
19355.657959	-130.175446
19358.349609	-129.966446
19361.041260	-130.150192
19363.732910	-130.058060
19366.424561	-130.031769
19369.116211	-130.009140
19371.807861	-130.164795
19374.499512	-130.035645
19377.191162	-130.034241
19379.882812	-130.070389
19382.574463	-130.073532
19385.266113	-130.061401
19387.957764	-130.159439
19390.649414	-129.907608
19393.341064	-130.182831
19396.032715	-130.065506
19398.724365	-129.990265
19401.416016	-130.170898
19404.107666	-130.016159
19406.799316	-130.075195
19409.490967	-130.000427
19412.182617	-129.905396
19414.874268	-130.367065
19417.565918	-130.009888
19420.257568	-130.131210
19422.949219	-129.994888
19425.640869	-130.153214
19428.332520	-129.966034
19431.024170	-130.163956
19433.715820	-130.568115
19436.407471	-129.332764
19439.099121	-130.224472
19441.790771	-130.241150
19444.482422	-129.907211
19447.174072	-130.156403
19449.865723	-129.976898
19452.557373	-130.425797
19455.249023	-129.701019
19457.940674	-130.177979
19460.632324	-130.223251
19463.323975	-129.939209
19466.015625	-130.116211
19468.707275	-130.129318
19471.398926	-129.972107
19474.090576	-130.164124
19476.782227	-129.958374
19479.473877	-130.227386
19482.165527	-129.962540
19484.857178	-130.163574
19487.548828	-130.039764
19490.240479	-130.089417
19492.932129	-130.074692
19495.623779	-130.108078
19498.315430	-129.759064
19501.007080	-130.398819
19503.698730	-129.983322
19506.390381	-130.089249
19509.082031	-130.146439
19511.773682	-130.058075
19514.465332	-130.062378
19517.156982	-130.092300
19519.848633	-130.107224
19522.540283	-130.057831
19525.231934	-130.031357
19527.923584	-130.154739
19530.615234	-130.067596
19533.306885	-130.049316
19535.998535	-130.086731
19538.690186	-130.121399
19541.381836	-130.080872
19544.073486	-130.038010
19546.765137	-130.147583
19549.456787	-130.021011
19552.148438	-130.177979
19554.840088	-130.023529
19557.531738	-130.122925
19560.223389	-130.107330
19562.915039	-129.690247
19565.606689	-130.547684
19568.298340	-130.036835
19570.989990	-130.063034
19573.681641	-130.123550
19576.373291	-130.015274
19579.064941	-130.185791
19581.756592	-130.066040
19584.448242	-130.306137
19587.139893	-129.879181
19589.831543	-130.087097
19592.523193	-130.118744
19595.214844	-130.029724
19597.906494	-130.230179
19600.598145	-129.934280
19603.289795	-130.059250
19605.981445	-130.593826
19608.673096	-129.420975
19611.364746	-130.186981
19614.056396	-130.221375
19616.748047	-129.982422
19619.439697	-130.185684
19622.131348	-130.031296
19624.822998	-130.267258
19627.514648	-129.706253
19630.206299	-130.439987
19632.897949	-130.092850
19635.589600	-130.066284
19638.281250	-130.091919
19640.972900	-130.141968
19643.664551	-130.111694
19646.356201	-129.830902
19649.047852	-131.237808
19651.739502	-128.763748
19654.431152	-130.394943
19657.122803	-130.342499
19659.814453	-129.811432
19662.506104	-130.452652
19665.197754	-129.798538
19667.889404	-129.680847
19670.581055	-132.940979
19673.272705	-127.164986
19675.964355	-130.860611
19678.656006	-129.992569
19681.347656	-130.214600
19684.039307	-129.928741
19686.730957	-130.138077
19689.422607	-130.122559
19692.114258	-130.383560
19694.805908	-128.634262
19697.497559	-130.654678
19700.189209	-130.032486
19702.880859	-130.054260
19705.572510	-130.028442
19708.264160	-130.101044
19710.955811	-130.459900
19713.647461	-128.971100
19716.339111	-131.166199
19719.030762	-130.105240
19721.722412	-129.834610
19724.414062	-130.286667
19727.105713	-129.885788
19729.797363	-130.199905
19732.489014	-130.430969
19735.180664	-128.974182
19737.872314	-131.729340
19740.563965	-129.603973
19743.255615	-130.161423
19745.947266	-130.052673
19748.638916	-130.107422
19751.330566	-130.057251
19754.022217	-130.353073
19756.713867	-129.360275
19759.405518	-131.173630
19762.097168	-129.594986
19764.788818	-130.240463
19767.480469	-130.061386
19770.172119	-130.036270
19772.863770	-130.277298
19775.555420	-129.915314
19778.247070	-129.819595
19780.938721	-130.239258
19783.630371	-130.025894
19786.322021	-130.044846
19789.013672	-130.078613
19791.705322	-130.181915
19794.396973	-130.181885
19797.088623	-129.898361
19799.780273	-130.378342
19802.471924	-129.949768
19805.163574	-130.008408
19807.855225	-130.188965
19810.546875	-130.082932
19813.238525	-130.128754
19815.930176	-130.141556
19818.621826	-129.980392
19821.313477	-130.639862
19824.005127	-129.411819
19826.696777	-130.325684
19829.388428	-130.167236
19832.080078	-130.082428
19834.771729	-130.131653
19837.463379	-130.083664
19840.155029	-129.992752
19842.846680	-130.697220
19845.538330	-129.471008
19848.229980	-130.324875
19850.921631	-130.095657
19853.613281	-130.069717
19856.304932	-130.245483
19858.996582	-129.983429
19861.688232	-130.108673
19864.379883	-130.130646
